username,follower_count,following_count,post_count,bio_length,has_profile_pic,has_external_url,avg_likes_per_post,avg_comments_per_post,follower_following_ratio,engagement_rate,is_private,is_fake
real_user_465,758256,284,1602,37,1,0,10732.385945256507,602.2566831410135,2669.9154929577467,1.4948305886662974,1,0
real_user_420,21032,1645,1315,131,1,1,110.71143752020194,11.90525057327276,12.785410334346505,0.5830006090408648,1,0
fake_user_632,84797,1437,8,27,1,0,273.0,0.42659300792010546,59.00974251913709,0.32244842743012153,0,1
real_user_60,67344,311,1204,265,1,0,419.9517175299783,31.195238160694412,216.54019292604502,0.6699141062168459,0,0
real_user_327,979,872,336,236,1,0,31.403540829301622,1.5329150303640484,1.1227064220183487,3.364295797718659,1,0
fake_user_372,8013,659,4,23,0,0,1507.8088670514041,545.8328687841453,12.159332321699544,25.628874776432664,0,1
fake_user_29,52509,1523,29,7,1,0,236.0,5.1428209577035044,34.477347340774784,0.45924093195014853,0,1
real_user_607,190,134,314,97,1,1,2.5426037729245947,0.11878124523504695,1.4179104477611941,1.4007289569261272,0,0
real_user_268,917,959,693,95,1,0,26.948336531286817,1.3261085107105912,0.9562043795620438,3.0833636905122583,0,0
real_user_276,965,1028,1104,256,1,0,22.950514462638406,1.2114313759641342,0.938715953307393,2.5038285843111443,0,0
real_user_11,84961,1182,476,113,1,1,4463.49086511219,537.4172382667772,71.87901861252115,5.886121989358608,0,0
real_user_275,85214,715,1158,299,1,0,1653.7925905609861,62.90829655560973,119.18041958041958,2.0145761108698053,1,0
real_user_766,8781,829,1267,90,1,0,274.5403997721611,31.67460038926446,10.592279855247286,3.487245190313467,0,0
fake_user_495,50435,93,18,0,0,1,66.38005074934017,1.1496618576604163,542.3118279569892,0.13389454269257578,0,1
real_user_297,48761,395,618,143,1,1,736.111666057413,101.13509963601642,123.44556962025317,1.7170418278817692,1,0
fake_user_420,10832,2164,32,46,1,0,2557.5357854031276,655.5186065942156,5.00554528650647,29.662614401748,0,1
real_user_109,370,180,1327,13,1,1,16.194585893214594,2.235967522720253,2.0555555555555554,4.981230652955364,0,0
real_user_532,8801,654,359,51,1,1,16.309682466190303,0.5691520892435946,13.457186544342507,0.19178314459077261,0,0
fake_user_272,367283,32,21,6,0,1,2524.522776490626,26.700446743505502,11477.59375,0.6946205577808205,0,1
real_user_778,32470,1406,20,1,1,1,578.8185256390718,55.932043876526464,23.093883357041253,1.9548831829861355,1,0
fake_user_67,47227,754,15,32,0,0,136.0,0.9907489623350404,62.63527851458886,0.29006870849796734,0,1
real_user_724,6167,1222,336,55,1,1,59.90220881631458,6.2974538372867475,5.046644844517185,1.0734500187060374,0,0
fake_user_735,498005,98,0,42,0,0,3858.7278326238657,18.21522451409537,5081.683673469388,0.7784948057023445,0,1
real_user_18,708,201,635,70,1,1,18.44528911813389,2.59023035182721,3.5223880597014925,2.971118569203545,1,0
real_user_160,764,826,1479,20,1,0,21.78320227529341,1.5116825048757603,0.9249394673123487,3.049068688503818,0,0
real_user_269,674,491,1423,4,1,0,16.384716856776176,1.9812026040429238,1.3727087576374746,2.724913866590371,0,0
real_user_438,4864,472,1052,138,1,0,79.78762504259359,5.272601478827414,10.305084745762711,1.7487711044700043,0,0
real_user_321,537,724,1262,78,1,0,1.0,0.11821644724110993,0.7417127071823204,0.2082339752776741,0,0
real_user_789,68690,1830,166,84,1,0,1538.2648494784426,166.5108133583153,37.53551912568306,2.4818396605572253,1,0
real_user_663,748,1140,1058,63,1,0,48.04415426134716,3.5133168802709847,0.656140350877193,6.892710045670874,0,0
real_user_13,2691,1167,1059,71,1,0,79.49613873581067,2.0758078700061966,2.3059125964010283,3.0312874992871377,0,0
fake_user_753,9216,1070,38,0,1,0,2102.595318787316,212.82296066786864,8.613084112149533,25.123896261449485,0,1
fake_user_74,16639,668,38,0,0,0,4581.17533752575,493.77658457868614,24.90868263473054,30.50034210051347,1,1
real_user_535,476,827,1779,127,1,0,6.042720518386921,0.5958486497102736,0.5755743651753326,1.394657388255713,0,0
fake_user_719,467576,64,3,0,0,0,1453.6884290960345,8.345450251009686,7305.875,0.31268368764586807,0,1
real_user_90,460,889,1457,99,1,0,7.537389468730883,0.27166525734487557,0.5174353205849269,1.6976205926251648,1,0
real_user_706,423,786,54,115,1,0,1.0,0.10333986277465777,0.5381679389312977,0.2608368469916449,0,0
real_user_389,76871,721,103,34,1,1,3348.1791799103135,188.61014597376436,106.61719833564494,4.600940960679681,0,0
fake_user_189,341456,5,99,66,1,0,515.3378633065544,2.7591143664228337,68291.2,0.15173169534961378,0,1
real_user_296,508,1007,489,19,1,0,23.388337057815445,0.8959460102384714,0.5044687189672294,4.780370682687779,1,0
real_user_362,4227,642,816,60,1,1,158.32888450011876,13.765623287871955,6.58411214953271,4.071315537922658,0,0
real_user_307,40774,608,1325,30,1,1,2625.9559174534816,362.45853764318747,67.0625,7.3292158117836586,0,0
fake_user_154,79208,1801,33,0,1,0,369.0,17.540569134528496,43.980011104941696,0.48800698052536173,0,1
real_user_153,2162,626,77,62,1,1,19.854554279004436,1.3251189710175493,3.4536741214057507,0.9796333603155405,1,0
fake_user_18,233484,96,5,0,1,0,1261.8026394587457,24.646905581237068,2432.125,0.5509797438111317,1,1
real_user_683,81378,970,102,4,0,1,2909.709928915444,312.5279120356336,83.89484536082475,3.959593306484649,1,0
fake_user_62,315845,64,270,0,1,0,2589.2365915150876,25.165704004212053,4935.078125,0.8277485144673178,0,1
real_user_168,1000,1459,1315,31,1,0,26.162388481702486,3.591195357394071,0.6854009595613434,2.9753583839096556,0,0
fake_user_6,452090,24,19,0,1,1,4144.59402180619,37.683765073142006,18837.083333333332,0.9250984951844393,1,1
fake_user_706,17530,577,373,5,0,1,2804.1501858621727,1005.633143531913,30.381282495667243,21.732933995402657,0,1
real_user_649,15711,1682,1410,21,0,0,30.92217909834193,1.9257018992159398,9.340665873959573,0.20907568580967392,0,0
fake_user_103,49254,443,0,13,1,0,370.0,15.91857136323094,111.18284424379233,0.7835273711033236,0,1
real_user_301,353722,472,1913,47,0,1,559.1254544101301,14.721331864327567,749.4110169491526,0.16223101369845747,1,0
fake_user_763,64840,1459,8,75,1,1,93.0,1.1774400251123065,44.441398217957506,0.14524589763280737,0,1
fake_user_3,472237,52,401,12,0,0,2797.678156135083,8.232126201162568,9081.48076923077,0.5941741715147787,0,1
real_user_157,785,647,1008,105,1,0,13.380085224013108,0.4668103177734954,1.213292117465224,1.7639357378072107,0,0
fake_user_125,14933,2285,70,0,0,0,3808.840669621436,1280.6074476820088,6.5352297592997814,34.08188654191016,0,1
fake_user_446,4595,2169,49,0,1,0,1102.8916309614501,204.34401989533518,2.1184877823881973,28.449089246067143,0,1
fake_user_48,6573,1089,154,26,1,0,708.3413739943974,97.22184178860509,6.035812672176308,12.255639978442149,0,1
real_user_796,3959,545,1191,64,1,1,63.04316678136524,7.558745326376851,7.2642201834862385,1.7833269034539554,1,0
fake_user_713,239919,57,18,0,0,0,336.8754486135011,1.502655963303486,4209.105263157895,0.14103847739312209,0,1
fake_user_172,37737,1282,6,56,0,0,218.0,6.698035064244538,29.43603744149766,0.5954316322554642,1,1
real_user_445,248,545,1667,272,1,0,10.73312522604072,1.4348927070287394,0.45504587155963305,4.90645884397962,0,0
fake_user_489,83078,1417,397,25,1,0,401.0,10.681280189093162,58.629498941425545,0.4955358580961183,0,1
fake_user_416,4417,1506,7,0,1,0,1254.1269854813954,440.20647626229163,2.9329349269588314,38.35937201140337,0,1
fake_user_627,229847,8,7,0,1,0,1874.775195402397,22.673045048580235,28730.875,0.8255266505331708,0,1
fake_user_534,83537,1376,5,0,1,1,481.0,22.895697551754132,60.710029069767444,0.6032006147596325,0,1
fake_user_47,435450,91,18,94,0,0,1139.7163340134698,3.681105116152301,4785.1648351648355,0.26257835322760875,0,1
fake_user_313,185815,16,465,20,1,0,220.1803692933615,1.7885858639029144,11613.4375,0.11945696265493336,0,1
fake_user_183,27841,1025,31,0,0,0,207.0,7.280413101280855,27.161951219512193,0.7696577461344092,0,1
fake_user_105,14173,2184,7,22,1,0,2587.288647455296,259.51933094171034,6.489468864468864,20.08613545753903,0,1
real_user_4,427,660,939,13,1,0,3.4379133531840296,0.4579570625447798,0.646969696969697,0.9123818303814542,0,0
real_user_134,1964,978,784,110,1,0,25.324827648410512,1.115471930858841,2.0081799591002043,1.346247432753022,0,0
fake_user_583,322051,85,317,0,1,0,1810.5116885978991,21.83304422705493,3788.835294117647,0.5689610443143955,0,1
fake_user_126,81109,1290,155,5,0,1,62.0,2.8060795750387517,62.875193798449615,0.07989998591406472,0,1
fake_user_376,463098,81,398,0,1,0,888.3383728305057,2.194707412374572,5717.259259259259,0.19229905554394108,0,1
real_user_39,372,236,1089,32,1,0,8.80759988710751,0.3412510713701409,1.576271186440678,2.4593685372251755,0,0
fake_user_673,5890,2276,250,21,1,0,1107.0555582967945,314.53756516005694,2.5878734622144113,24.135706680082368,0,1
real_user_85,45671,1318,460,131,1,0,1552.6073124388147,183.3823723007774,34.65174506828528,3.8010765797543122,0,0
real_user_665,790,388,1692,63,1,0,26.452745537219464,1.091310453814076,2.036082474226804,3.4865893659536122,0,0
real_user_449,893,1173,1223,133,1,1,28.998250400688868,2.0724627022845725,0.7612958226768969,3.479363169425917,0,0
real_user_615,702,370,271,81,1,0,1.0,0.09695145598488299,1.8972972972972972,0.15626089116593775,0,0
real_user_765,14715,1723,880,198,1,1,381.2921149450817,28.876343563568653,8.540336622170633,2.7874173191209675,0,0
real_user_584,21296,1326,1470,105,0,0,22.751091325885497,2.883022566282465,16.060331825037707,0.12037055734489088,1,0
real_user_483,967,789,1184,101,1,1,25.37955736701661,2.0058978676676538,1.2256020278833968,2.8320015754585586,1,0
fake_user_586,475456,54,37,0,1,0,1997.441776485778,20.151536628351565,8804.74074074074,0.4243491118240446,0,1
real_user_262,439,181,1899,59,1,0,1.0,0.11070098030123339,2.425414364640884,0.2530070570162263,0,0
fake_user_120,218666,58,5,33,1,1,698.5591897198228,5.079935823303971,3770.103448275862,0.3217871665202303,0,1
fake_user_235,65205,246,7,0,1,1,300.0,6.811346322676012,265.0609756097561,0.47053346571992327,0,1
fake_user_415,9885,230,446,13,1,0,64.0,1.1008485610024707,42.97826086956522,0.6585821806879358,0,1
real_user_283,57831,1567,1195,118,1,0,1253.3546142288253,63.149774861365,36.90555201021059,2.2764683112693715,0,0
fake_user_307,8806,1056,422,0,1,0,494.8327539251568,88.77668355056932,8.339015151515152,6.627406739447264,0,1
real_user_430,11658,1849,1291,202,1,1,175.20638838069405,24.69269393619232,6.305029745808545,1.7146944786145681,0,0
real_user_781,4540,831,1288,19,1,0,87.81175829166263,11.187365109574014,5.463297232250301,2.1805974317453005,0,0
fake_user_20,22867,1137,135,22,1,1,362.0,12.266843479091412,20.11169744942832,1.6367116083399282,0,1
real_user_800,5113,1512,594,198,1,0,120.12914328516112,3.96291608688012,3.3816137566137567,2.426991186623142,0,0
real_user_67,823,260,932,112,1,0,1.12160728763309,0.16139161664258705,3.1653846153846152,0.15589294098124873,0,0
real_user_659,815,420,1077,235,1,0,4.096947240648644,0.337160425033365,1.9404761904761905,0.5440622902677311,0,0
fake_user_475,16709,2272,403,0,1,0,2179.012748699731,395.52531809919583,7.35431338028169,15.40809184750091,0,1
fake_user_431,18548,908,7,5,1,0,357.0,15.661980019153273,20.427312775330396,2.009176083778053,0,1
fake_user_478,15869,1639,25,61,1,0,1746.1472319587858,477.75723396767665,9.682123245881636,14.014143713696278,0,1
fake_user_511,122304,48,34,0,1,1,940.3518483459346,6.982989309779543,2548.0,0.7745738795588977,0,1
fake_user_184,52069,1836,44,12,0,0,485.0,8.653995484683383,28.360021786492375,0.94807658200596,0,1
fake_user_369,88646,1679,244,16,0,1,64.0,0.1313300795857889,52.79690291840381,0.07234543022763103,0,1
real_user_231,587,329,1456,115,1,1,19.740797035291678,2.487349933615637,1.78419452887538,3.786737132692899,0,0
real_user_502,593,683,531,208,1,0,9.362480950340235,0.7696671206567958,0.8682284040995608,1.70862530708213,0,0
fake_user_795,292018,64,36,0,1,1,1344.4798544210291,24.397386083283365,4562.78125,0.4687646790623566,0,1
fake_user_32,17531,1181,3,26,1,0,4091.0727643330065,528.7441092227558,14.84419983065199,26.35227239493333,0,1
fake_user_254,63336,1259,2,88,1,0,198.0,3.80444920526034,50.30659253375695,0.31862518821090746,0,1
fake_user_246,71867,9,1,0,0,0,155.58168107992384,2.594849184812508,7985.222222222223,0.22009619194447572,0,1
real_user_343,50426,1873,630,13,1,0,628.8226843477029,19.81426333542311,26.922584089695675,1.286314495861512,0,0
fake_user_46,343587,83,70,25,1,0,3248.5186670101107,32.81053753261802,4139.6024096385545,0.9550213496269442,0,1
real_user_75,49098,516,1188,1,1,0,1088.0205209141523,52.14462217831973,95.15116279069767,2.32222319257907,1,0
real_user_677,920,629,1347,135,1,0,21.19851814278481,2.2444910945683905,1.4626391096979332,2.548153177973174,0,0
fake_user_669,362886,50,43,24,0,0,1566.599778509676,12.955555942651674,7257.72,0.43527590881222417,0,1
real_user_627,719,1009,1591,20,1,0,26.70139228155851,2.901051381858924,0.7125867195242814,4.117168798806318,0,0
fake_user_194,124954,79,34,14,0,0,959.5103321963021,18.702879461234602,1581.6962025316457,0.7828586613133928,0,1
real_user_14,593,479,1763,73,1,0,18.605134502545074,1.039268338679714,1.2379958246346556,3.3127154875589864,1,0
fake_user_552,14392,2711,267,99,1,0,969.1212257784913,168.6521478358345,5.308742161563998,7.905595981200151,0,1
real_user_497,93989,392,210,33,1,1,1622.059354575704,186.66878400485973,239.76785714285714,1.9244040670509992,0,0
real_user_450,248,638,10,131,0,1,2.4919203149336395,0.11278237760254865,0.3887147335423197,1.050283343764592,0,0
real_user_383,5042,1636,656,131,1,0,109.58410395108623,14.128875055959124,3.0819070904645476,2.4536489291361634,1,0
fake_user_428,14341,2132,11,27,1,0,1298.806445427754,222.2273830611004,6.726547842401501,10.606190840867823,0,1
real_user_657,2259,314,281,280,1,0,24.43816066269608,1.0972882791429854,7.194267515923567,1.130387292688759,1,0
fake_user_353,30860,9,41,14,1,0,129.6734886945868,1.1992285319103315,3428.8888888888887,0.42408527941185076,0,1
real_user_227,1810,546,1907,39,1,0,2.9352295998838485,0.34291866232497165,3.3150183150183152,0.18111316365794589,0,0
real_user_785,922,321,1768,145,1,1,37.394987476558924,0.8337322460403538,2.872274143302181,4.146281965574759,0,0
fake_user_604,16586,1830,42,31,1,0,137.0,5.307702659110481,9.063387978142076,0.8579989307796363,0,1
real_user_132,6055,1864,576,85,1,0,102.881460555252,8.596109357349357,3.2483905579399144,1.8410829052452744,1,0
fake_user_787,307823,53,17,0,1,0,1661.043512259116,32.45411147848578,5807.981132075472,0.5501530502066453,0,1
fake_user_212,35003,364,49,0,1,0,387.0,19.218326966122344,96.16208791208791,1.1605243178188223,0,1
real_user_488,9133,476,496,29,1,1,151.795720840012,11.085485470013982,19.186974789915965,1.7834359609112667,0,0
fake_user_781,466436,80,5,28,1,0,2762.835127016312,11.715464618141018,5830.45,0.5948405765495058,0,1
fake_user_662,13413,589,298,24,1,0,206.0,1.1974843062938185,22.772495755517827,1.5447512436165944,0,1
fake_user_630,271335,31,7,0,0,0,2346.5794755145644,3.0256793820095873,8752.741935483871,0.8659425267276887,0,1
real_user_120,93329,1979,1726,146,1,0,3235.8822620659716,347.15654805695084,47.15967660434563,3.8391483998788396,0,0
real_user_496,4896,1987,1456,138,1,0,179.05988306136288,15.595374282084611,2.4640161046804225,3.975801824825316,0,0
real_user_49,840,511,564,87,1,0,15.87966149093058,0.3929489519983815,1.643835616438356,1.9372155289201145,1,0
fake_user_675,325597,95,42,3,1,0,1641.4366569968224,24.10839098312273,3427.3368421052633,0.5115357475590823,0,1
fake_user_472,99325,958,283,0,1,0,304.0,8.212060518178099,103.6795407098121,0.3143338137610653,0,1
fake_user_792,8705,887,36,0,1,1,1874.1976061229145,195.08936100007094,9.813979706877113,23.77124603242947,0,1
real_user_524,92026,915,662,33,1,0,2477.8587460928647,71.01863926721477,100.57486338797814,2.7697361456111094,1,0
real_user_402,283,161,454,139,1,1,3.6080749777364054,0.5360504110929787,1.7577639751552796,1.4643552610704536,0,0
real_user_421,88935,1717,932,10,1,0,5163.986961642522,232.31214787092023,51.79673849737915,6.067688884593739,1,0
fake_user_748,35035,1183,155,0,0,0,244.0,2.1290066459409607,29.615384615384617,0.702523210064053,0,1
real_user_311,7397,1488,1281,47,1,1,141.08579632758284,3.7122190048782233,4.971102150537634,1.9575235275444243,0,0
real_user_348,7580,1569,35,5,1,1,150.9898693268652,8.70730226253955,4.8311026131293815,2.1068228441873975,0,0
real_user_189,804,327,976,209,1,0,9.718894394734384,0.27770823173240505,2.458715596330275,1.2433585356301977,1,0
fake_user_689,11949,1060,1,36,0,0,2966.496273678198,941.5133245794061,11.272641509433962,32.705746072956764,0,1
fake_user_597,481862,7,35,95,1,0,4551.659817080195,19.064529920066406,68837.42857142857,0.9485546374273673,0,1
real_user_131,43975,1894,941,11,1,0,1467.705535639045,90.33820719502836,23.21805702217529,3.543021586888171,1,0
real_user_393,2760,1416,574,126,0,0,151.8793049178146,10.188047458817108,1.9491525423728813,5.872005520892453,0,0
fake_user_300,31672,239,2,17,1,0,402.0,6.363225593469224,132.51882845188285,1.289350926981148,0,1
fake_user_43,285178,36,48,59,1,1,2591.7109805130635,13.57832199374062,7921.611111111111,0.9135660192955993,0,1
real_user_732,748,486,995,207,1,0,27.87908707514218,2.6669208936317355,1.5390946502057614,4.083690904916299,0,0
real_user_101,626,293,1390,48,1,0,16.331028108097154,2.3650113139386675,2.136518771331058,2.986587767098374,1,0
real_user_367,863,1324,149,39,1,0,9.718348416507478,0.9693665773656653,0.6518126888217523,1.238437426868267,1,0
fake_user_279,416124,1,9,66,1,1,3234.2373325940503,20.150437234037934,416124.0,0.7820716348559775,1,1
real_user_586,468,352,581,42,0,1,7.279620107532917,1.0310863844308358,1.3295454545454546,1.7757919854623403,0,0
fake_user_508,153008,72,20,0,1,0,620.0258603348889,8.575111461123516,2125.1111111111113,0.41082882711754437,1,1
real_user_66,808,73,683,215,1,0,57.110896481796026,5.895208124216932,11.068493150684931,7.797785223516454,1,0
real_user_699,86344,1878,134,102,1,1,53.06121148441316,7.242060223194739,45.9765708200213,0.06984072049894365,0,0
fake_user_667,30319,553,44,5,1,0,462.0,18.240861675053683,54.826401446654614,1.5839600965567917,0,1
fake_user_595,364189,93,12,4,0,0,1959.1932292979025,3.226125264032566,3916.010752688172,0.5388464106719135,0,1
fake_user_329,76131,1070,33,36,0,0,59.0,2.744773791460486,71.15046728971963,0.08110332688584215,0,1
real_user_773,6481,396,639,35,1,1,152.931344134016,18.26278259136619,16.366161616161616,2.641477036342882,0,0
real_user_425,419,637,1188,55,1,0,9.109866018815103,0.7852690163735273,0.6577708006279435,2.3616074069662605,0,0
real_user_587,6167,982,1766,68,1,0,76.12056215956873,4.332779905303789,6.280040733197556,1.3045782724967168,0,0
real_user_94,5972,1968,980,148,1,1,242.3274766264126,11.813777536270424,3.0345528455284554,4.255546787720747,0,0
real_user_635,32348,1724,547,209,0,1,34.6794136593265,1.7263308361700807,18.76334106728538,0.11254403516599658,0,0
fake_user_692,64474,4,4,0,1,0,248.71457457069266,4.70049081794437,16118.5,0.3930500130108835,0,1
real_user_698,452,185,1648,30,1,1,9.520696944360145,1.4239860290689244,2.443243243243243,2.421390038369263,0,0
fake_user_514,279895,46,31,23,1,1,613.9725834922903,7.949434002793924,6084.673913043478,0.2221983306222277,0,1
real_user_514,54737,969,23,278,1,0,2535.57109039713,75.08661384502265,56.48813209494324,4.769457047777833,0,0
real_user_414,284,248,615,72,1,0,1.0,0.12358091990927733,1.1451612903225807,0.39562708447509765,0,0
fake_user_174,7805,2084,483,0,1,0,463.23439193414924,122.55010868375267,3.745201535508637,7.505246644688045,0,1
real_user_20,906,237,1667,41,1,0,1.0251525778569506,0.12142567324456509,3.8227848101265822,0.12655389085005692,0,0
fake_user_797,9145,596,32,78,1,0,232.0,1.6997974484096827,15.343959731543624,2.555492591015961,0,1
fake_user_222,217925,43,0,0,1,0,1677.7293374558024,23.14560669206817,5068.023255813953,0.7804863802445202,0,1
real_user_526,217,472,1292,261,1,1,6.562974583638149,0.5584839679964837,0.4597457627118644,3.28177813439384,1,0
fake_user_280,54045,836,3,14,1,0,278.0,5.643995233186372,64.64712918660287,0.5248293000891597,0,1
fake_user_609,4847,1606,10,38,0,0,359.71669087235074,40.696169373653085,3.0180572851805727,8.261045187662551,0,1
real_user_103,1152,892,97,11,0,1,15.87967628444179,0.6411261413798731,1.2914798206278026,1.4340974327970193,0,0
fake_user_323,52930,1916,4,81,1,0,413.0,13.628666224583366,27.62526096033403,0.8060243080003464,0,1
real_user_126,625338,1452,1251,32,1,1,4654.251957571762,471.158598020733,430.6735537190083,0.8196224370808259,0,0
fake_user_149,59705,1072,47,19,1,0,170.0,2.3961801435629138,55.694962686567166,0.28874663787549265,0,1
real_user_743,3526,715,46,39,1,0,91.67248160799508,6.220327222825295,4.931468531468531,2.776313353114588,0,0
real_user_775,218,490,785,142,1,1,2.1532441406465916,0.04511239900468413,0.4448979591836735,1.0084204310326952,1,0
real_user_312,6346,1388,296,63,1,1,134.96049461553167,9.767267659150061,4.572046109510087,2.2806139658790063,1,0
real_user_361,9239,141,413,7,1,1,196.82660767793672,17.855674606846673,65.52482269503547,2.3236528010042576,0,0
fake_user_179,423720,83,38,0,0,1,4076.5932191574343,29.476995853719334,5105.060240963855,0.9690527270393547,0,1
real_user_648,2562,1190,1002,157,1,0,82.89496314140601,10.501586953153382,2.152941176470588,3.645454726563598,0,0
fake_user_80,36555,94,3,76,0,1,322.3506970415557,3.8326209648235605,388.8829787234043,0.8923083518161106,0,1
fake_user_139,7812,1011,3,0,1,1,1636.903205817036,259.27284699968607,7.72700296735905,24.272606922897104,0,1
